scenario_id,ego_v,hit_point,collision,eb_intervention,dv_collision,v_mean,a_mean,a_jerk,a_min
1.0,13.88888888888889,0.0,1.0,1.0,10.738888888888884,13.71055555555557,-4.5625,10.0,-10.0
1.0,13.88888888888889,10.0,1.0,1.0,8.738888888888884,13.4577413479053,-5.65,10.0,-10.0
1.0,13.88888888888889,20.0,1.0,1.0,1.1388888888888928,12.153594771241844,-7.794117647058823,22.0,-10.0
1.0,13.88888888888889,30.0,0.0,1.0,0.0,11.054166666666672,-3.5454545454545454,28.0,-10.0
1.0,13.88888888888889,40.0,0.0,1.0,0.0,11.139583333333356,-3.376237623762376,32.0,-10.0
1.0,13.88888888888889,50.0,0.0,1.0,0.0,10.969710806697114,-3.4356435643564356,32.0,-10.0
1.0,13.88888888888889,800.0,0.0,0.0,0.0,13.888888888888905,0.0,0.0,0.0
2.0,13.88888888888889,0.0,0.0,0.0,0.0,7.379067460317475,-2.847058823529412,74.0,-4.0
2.0,13.88888888888889,10.0,0.0,0.0,0.0,8.109967320261449,-3.217948717948718,66.0,-4.0
2.0,13.88888888888889,20.0,0.0,0.0,0.0,8.18195819581959,-3.2051282051282053,70.0,-4.0
2.0,13.88888888888889,30.0,0.0,0.0,0.0,8.02869471413162,-2.963855421686747,84.0,-4.0
2.0,13.88888888888889,40.0,0.0,0.0,0.0,7.8665079365079515,-2.961038961038961,72.0,-4.0
2.0,13.88888888888889,50.0,0.0,0.0,0.0,7.8646031746031975,-2.961038961038961,64.0,-4.0
3.0,13.88888888888889,0.0,0.0,0.0,0.0,7.8646031746031975,-2.961038961038961,64.0,-4.0
3.0,13.88888888888889,10.0,0.0,0.0,0.0,7.801624737945509,-3.0,72.0,-4.0
3.0,13.88888888888889,20.0,0.0,0.0,0.0,7.870317460317474,-3.026666666666667,68.0,-4.0
3.0,13.88888888888889,30.0,0.0,0.0,0.0,7.9388888888889015,-3.0833333333333335,68.0,-4.0
3.0,13.88888888888889,40.0,0.0,0.0,0.0,7.9446581196581345,-3.1739130434782608,70.0,-4.0
3.0,13.88888888888889,50.0,0.0,0.0,0.0,7.872222222222244,-3.1884057971014492,70.0,-4.0
4.0,13.88888888888889,0.0,0.0,1.0,0.0,10.659668109668091,-7.075,28.0,-10.0
4.0,13.88888888888889,10.0,0.0,0.0,0.0,9.175555555555567,-3.7636363636363637,24.0,-4.0
4.0,13.88888888888889,20.0,0.0,0.0,0.0,8.597222222222232,-3.590909090909091,28.0,-4.0
4.0,13.88888888888889,30.0,0.0,0.0,0.0,8.511569301260034,-3.6964285714285716,32.0,-4.0
4.0,13.88888888888889,40.0,0.0,0.0,0.0,8.022869471413172,-3.1971830985915495,46.0,-4.0
4.0,13.88888888888889,50.0,0.0,0.0,0.0,8.107026143790867,-3.3968253968253967,60.0,-4.0
9.0,13.88888888888889,-100.0,0.0,0.0,0.0,13.688888888888897,-1.0,26.0,-1.0
9.0,13.88888888888889,200.0,0.0,0.0,0.0,12.074183006535943,-2.625,30.0,-4.0
